红色食品,适宜人群,全部人群
苏格兰牧羊犬,亚目,裂脚亚目
罗纳尔迪尼奥,出生地,阿雷格里港
阿里巴巴集团,总部地点,中国杭州
阿里巴巴集团,公司性质,有限责任公司
孔门七十二贤,释义,孔子的弟子
英国古代牧羊犬,中文学名,古代牧羊犬
英国古代牧羊犬,二名法,古代牧羊犬
英国古代牧羊犬,亚门,脊椎动物亚门
英国古代牧羊犬,亚纲,真兽亚纲
英国古代牧羊犬,亚目,犬形亚目
英国古代牧羊犬,亚科,犬形亚科
火影忍者,作者,岸本齐史
火影忍者,类型,少年漫画
火影忍者,其他出版社,东立出版社
金融联考,专业,金融学专业
金融联考,类型,招生联合考试
三十六小洞天,别名,道家三十六小洞天
三十六小洞天,作者,五代道士杜光庭
云南十八怪,当地民族,以少数民族为主
珠穆朗玛峰,所属山系,喜马拉雅山脉
珠穆朗玛峰,走向,东西走向
珠穆朗玛峰,开放时间,全天开放
唐山大地震,名称,唐山大地震
动漫的历史,书名,动漫的历史
动漫的历史,出版社,重庆出版社
中国青年报,类别,综合性报纸
中国青年报,主办单位,共青团中央
中国青年报,编辑单位,中国青年报社
电脑爱好者,类别,计算机杂志
电脑爱好者,主管单位,中国科学院
苍山洱海,气候类型,亚热带高山气候
苍山洱海,开放时间,全天开放
金毛寻回犬,中文学名,金毛寻回犬
金毛寻回犬,亚门,脊椎动物亚门
金毛寻回犬,亚纲,真兽亚纲
金毛寻回犬,亚目,裂脚亚目
金毛寻回犬,原产地,英国苏格兰
金毛寻回犬,种类,家犬工作犬
沈阳市第二中学,简称,沈阳二中
沈阳市第二中学,校训,大气成就大器
沈阳市第二中学,类别,公立中学
沈阳市第二中学,主管部门,沈阳市教育局
羊卓雍措,所属城市,西藏山南市
神鬼八阵图,制片地区,中国大陆
三国演义,作品名称,三国演义
三国演义,创作年代,元末明初洪武年间
三国演义,章回数量,一百二十回
鱼香肉丝,口味,鱼香酸辣甜
鱼香肉丝,历史,经典特色传统名菜
拉布拉多猎犬,中文学名,拉布拉多猎犬
拉布拉多猎犬,亚门,脊椎动物亚门
拉布拉多猎犬,亚纲,真兽亚纲
拉布拉多猎犬,亚目,裂脚亚目
乞力马扎罗山,主峰类型,休眠火山
负家子弟,连载网站,起点中文网
巴西足球,美誉,足球王国
喜马拉雅山脉,主峰,珠穆朗玛峰
纳米比亚,简称,纳米比亚
纳米比亚,首都,温得和克
纳米比亚,货币,纳米比亚元
纳米比亚,政治体制,半总统共和制
纳米比亚,水域率,忽略不计
纳米比亚,道路通行,靠左驾驶
纳米比亚,最大城市,温得和克
纳米比亚,地理最高点,布兰德山
纳米比亚,旧名,西南非洲
纳米比亚,主要学府,纳米比亚大学
博斯腾湖,别称,巴格拉什湖
德国古典哲学,书名,德国古典哲学
德国古典哲学,类别,西方哲学通史
德国古典哲学,出版社,人民出版社
辽宁大学,类别,公立大学
辽宁大学,主管部门,辽宁省教育厅
字义分析法,解释,根据字义分析意思
巴吉度犬,中文学名,巴吉度犬
巴吉度犬,亚门,脊椎动物亚门
巴吉度犬,亚纲,真兽亚纲
巴吉度犬,亚目,裂脚亚目
水月洞天,制片地区,中国香港
水月洞天,类型,奇幻武侠剧
绅士风度,定义,基本礼仪规范
绅士风度,同样体现,受教育程度
绅士风度,礼貌表现,文明用语
绅士风度,最早来源,西方国家
仙境传说,游戏平台,网络游戏
仙境传说,发行商,塔人网络
骑士精神,开创,基督教会
骑士精神,来源,中世纪欧洲
白马王子,来源,西方经典童话故事
沈阳大学,类别,公立大学
沈阳大学,所属地区,中国沈阳
沈阳大学,主管部门,沈阳市人民政府
流星蝴蝶剑,其它译名,新流星蝴蝶剑
流星蝴蝶剑,制片地区,中国大陆
罗纳尔迪尼奥,出生地,阿雷格里港
东北大学,类别,公立高校
东北大学,学校类型,理工类研究型大学
东北大学,所属地区,中国辽宁沈阳
基里巴斯,简称,基里巴斯
基里巴斯,政治体制,总统制共和制
基里巴斯,道路通行,靠左驾驶
基里巴斯,气候,热带海洋性气候
坦桑尼亚,简称,坦桑尼亚
坦桑尼亚,货币,坦桑尼亚先令
坦桑尼亚,政治体制,总统制共和制
坦桑尼亚,道路通行,靠左驾驶
坦桑尼亚,主要学府,达累斯萨拉姆大学
胡笳十八拍,定义,古乐府琴曲歌辞
中国国民党,政治立场,三民主义
中国国民党,国际组织,国际民主联盟
几何悖论,类别,几何问题理论
几何悖论,关联,不可能图形理论
人力资源,最基本方面,体力和智力
莫桑比克,简称,莫桑比克
莫桑比克,官方语言,葡萄牙语
莫桑比克,货币,梅蒂卡尔
莫桑比克,政治体制,总统制共和制
莫桑比克,水域率,忽略不计
莫桑比克,道路通行,靠左驾驶
莫桑比克,气候,热带稀树草原气候
浙江大学,类别,公立大学
浙江大学,所属地区,中国浙江省杭州市
浙江大学,校训,求是创新
浙江大学,学校代码,浙江大学
浙江大学,发展定位,世界一流大学
南非共和国,政治体制,总统制共和制
南非共和国,道路通行,靠左驾驶
南非共和国,最大城市,约翰内斯堡
南非共和国,誉称,彩虹之国
精忠报国,唱片公司,上海声像
石家庄众美广告,公司名称,石家庄众美广告
国际消费者权益日,节日类型,文化节日
国际消费者权益日,节日起源,机构设定
嘉峪关关城,所属城市,甘肃省嘉峪关市
四大名著,作品名称,四大名著
四大名著,创作年代,中国古代
四大名著,意义,非物质文化遗产
四大名著,类型,长篇小说
五一国际劳动节,节日时间,每年五月一日
五一国际劳动节,节日类型,国际节日
五一国际劳动节,设立机构,第二国际
唐古拉山脉,气候类型,高原山地气候
唐古拉山脉,地形,高原山地
唐古拉山脉,著名景点,长江源头
青藏铁路,气候条件,高原山地气候
青藏铁路,属于,进藏路线
逆波兰式,又称,后缀表达式
岫岩满族自治县,所属地区,辽宁省鞍山市
岫岩满族自治县,政府驻地,阜昌街道
岫岩满族自治县,地理位置,鞍山市南部
岫岩满族自治县,方言,胶辽官话
岫岩满族自治县,气候条件,温带季风性气候
平遥古城,遗产种类,世界文化遗产
平遥古城,地理位置,平遥县内
平遥古城,所属城市,山西省晋中市
程控交换,所属技术,电信科学
极品飞车,其他名称,極速快感
极品飞车,所属系列,极品飞车
极品飞车,发行商,美国艺电
极品飞车,销售,美国艺电
抗日战争,名称,抗日战争
超级女声,类型,选秀娱乐节目
超级女声,制作公司,天娱传媒
超级女声,播出频道,湖南卫视
超级女声,冠名商,蒙牛酸酸乳
小儿清肺颗粒,药品名称,小儿清肺颗粒
魔兽争霸,开发商,暴雪娱乐
魔兽争霸,输入设备,鼠标和键盘
湖北大学,类别,公立大学
湖北大学,属性,省部共建高校
湖北大学,主管部门,湖北省人民政府
湖北大学,校歌,湖北大学之歌
统计悖论,性质,非传递关系的典型
武侠小说,类型,通俗小说
魔兽世界,所属系列,魔兽系列
魔兽世界,开发商,暴雪娱乐
魔兽世界,发行商,暴雪娱乐
魔兽世界,玩家人数,大型多人
反恐精英,所属系列,反恐精英
反恐精英,媒介,网络下载
阿塞拜疆,简称,阿塞拜疆
阿塞拜疆,官方语言,阿塞拜疆语
阿塞拜疆,货币,阿塞拜疆马纳特
阿塞拜疆,政治体制,总统制共和制
阿塞拜疆,主要民族,阿塞拜疆人
阿塞拜疆,主要宗教,伊斯兰教
阿塞拜疆,道路通行,靠右驾驶
阿塞拜疆,主要学府,巴库国立大学等
魔兽争霸,开发商,暴雪娱乐
魔兽争霸,输入设备,鼠标和键盘
塞浦路斯,简称,塞浦路斯
塞浦路斯,首都,尼科西亚
塞浦路斯,政治体制,总统制共和制
塞浦路斯,道路通行,靠左驾驶
塞浦路斯,主要学府,塞浦路斯大学
魔兽世界,所属系列,魔兽系列
魔兽世界,开发商,暴雪娱乐
魔兽世界,发行商,暴雪娱乐
魔兽世界,玩家人数,大型多人
齐齐哈尔,所属地区,东北地区
齐齐哈尔,政府驻地,建华区新明大街
亚美尼亚,简称,亚美尼亚
亚美尼亚,官方语言,亚美尼亚语
亚美尼亚,货币,亚美尼亚德拉姆
亚美尼亚,政治体制,总统制共和制
亚美尼亚,主要民族,亚美尼亚人
亚美尼亚,道路通行,靠右驾驶
四级听力,书名,四级听力
格鲁吉亚,首都,第比利斯
格鲁吉亚,官方语言,格鲁吉亚语
格鲁吉亚,政治体制,总统制共和制
格鲁吉亚,主要民族,格鲁吉亚人
格鲁吉亚,道路通行,靠右驾驶
格鲁吉亚,最大城市,第比利斯
格鲁吉亚,主要河流,库拉河和里奥尼河
格鲁吉亚,国家格言,力量源于团结
时间悖论,提出者,科幻小说
宁夏大学,类别,公立大学
宁夏大学,学校类型,综合性大学
宁夏大学,主要奖项,全国文明单位
吉尔吉斯斯坦,首都,比什凯克
吉尔吉斯斯坦,货币,吉尔吉斯斯坦索姆
吉尔吉斯斯坦,政治体制,议会制共和制
吉尔吉斯斯坦,主要民族,吉尔吉斯族
吉尔吉斯斯坦,道路通行,靠右驾驶
吉尔吉斯斯坦,最大城市,比什凯克
吉尔吉斯斯坦,气候,温带大陆性气候
吉尔吉斯斯坦,国语,吉尔吉斯语
南京理工大学,类别,公立大学
南京理工大学,学校类型,理工类高等院校
南京理工大学,所属地区,中国江苏省南京市
东周列国志,类别,历史演义小说
管理信息系统,用途,决策支持
人鬼情未了,出品公司,派拉蒙影业公司
人鬼情未了,发行公司,派拉蒙影业公司
哈萨克斯坦,首都,阿斯塔纳
哈萨克斯坦,货币,哈萨克斯坦坚戈
哈萨克斯坦,政治体制,总统制共和制
哈萨克斯坦,道路通行,靠右驾驶
哈萨克斯坦,法律体系,欧陆法系
印度尼西亚,官方语言,印度尼西亚语
印度尼西亚,政治体制,总统制共和制
印度尼西亚,道路通行,靠左驾驶
印度尼西亚,誉称,千岛之国
河南大学,类别,公立大学
河南大学,校训,明德新民止于至善
维吾尔族,语言,维吾尔语
维吾尔族,信仰,伊斯兰教
达斡尔族,语言,达斡尔语
葡萄球菌感染,常见病因,金葡菌致病性最强
基因工程,别称,基因拼接技术
基因工程,理论基础,分子遗传学
空中客车公司,公司名称,空中客车公司
空中客车公司,总部地点,法国图卢兹
空中客车公司,经营范围,飞机制造
空中客车公司,公司性质,股份公司
空中客车公司,公司口号,以客户为中心
神雕侠侣,制片地区,中国内地
神雕侠侣,拍摄地点,浙江横店
神雕侠侣,首播平台,湖南卫视
神雕侠侣,播出剧场,钻石独播剧场
百度一下,狭义,百度网站搜索一下
上海交通大学,简称,上海交大
上海交通大学,类别,公立大学
上海交通大学,所属地区,中国上海
解构主义,背景,重估一切价值
小杉十郎太,经纪公司,大泽事务所
金融工程,类型,经济管理类术语
聚合酶链式反应,属性,链式反应
量子力学,学科门类,二级学科
安史之乱,名称,安史之乱
安史之乱,地点,中国北方至中原
安史之乱,伤亡情况,士兵约三十余万
安史之乱,影响,唐朝此后由盛转衰
安史之乱,别名,天宝之乱
世嘉公司,公司名称,世嘉株式会社
齐鲁工业大学,简称,齐鲁工大
齐鲁工业大学,类别,公立大学
齐鲁工业大学,属性,省属高等院校
齐鲁工业大学,主管部门,山东省人民政府
齐鲁工业大学,校歌,齐鲁工业大学校歌
水资源一体化,意义,提供支撑和保障
氢氧化亚铁,别称,二氢氧化铁
氢氧化亚铁,水溶性,不溶于水
氢氧化亚铁,外观,白色固体
软盘驱动器,分类,内置和外置
名侦探柯南,原作,青山刚昌
名侦探柯南,剧本,饭冈顺一
名侦探柯南,音乐,大野克夫
名侦探柯南,出品人,诹访道彦
污染生态学,基本原理,整体优化
污染生态学,上级学科,环境生物学
四库全书,书名,四库全书
四库全书,又名,钦定四库全书
四库全书,原版名称,钦定四库全书
四库全书,初稿完成,乾隆四十六年
北京理工大学,类别,全国重点大学
北京理工大学,学校类型,理工类研究型大学
北京理工大学,属性,卓越联盟
北京理工大学,所属地区,中国北京
北京理工大学,主管部门,工业和信息化部
北京理工大学,所属联盟,卓越大学联盟
胜败乃兵家常事,同义词,胜败军家常事
同济大学,类别,公立大学
同济大学,所属地区,中国上海
同济大学,现任校长,钟志华院士
同济大学,校训,同舟共济
同济大学,目标定位,世界一流大学
狄西兰爵士乐,特点,即兴演奏的滥觞
史克威尔艾尼克斯,公司名称,史克威尔艾尼克斯
史克威尔艾尼克斯,经营范围,游戏软件制作
